sudoku,split,dp_call,literal_iteration,literal_search
0,fifo,45,0,0
0,fifo_reversed,42,0,0
0,fifo_negative_only,42,0,0
0,fifo_positive_only,45,0,0
0,dlcs,10001,0,0
0,dlcs_reversed,41,0,0
0,dlcs_negative_only,41,0,0
0,dlcs_positive_only,10001,0,0
0,dlis,10001,0,0
0,dlis_reversed,10001,0,0
0,dlis_negative_only,10001,0,0
0,dlis_positive_only,10001,0,0
1,fifo,41,0,0
1,fifo_reversed,41,0,0
1,fifo_negative_only,41,0,0
1,fifo_positive_only,41,0,0
1,dlcs,41,0,0
1,dlcs_reversed,41,0,0
1,dlcs_negative_only,41,0,0
1,dlcs_positive_only,41,0,0
1,dlis,41,0,0
1,dlis_reversed,41,0,0
1,dlis_negative_only,41,0,0
1,dlis_positive_only,41,0,0
2,fifo,10001,0,0
2,fifo_reversed,10001,0,0
2,fifo_negative_only,10001,0,0
2,fifo_positive_only,10001,0,0
2,dlcs,10001,0,0
2,dlcs_reversed,10001,0,0
2,dlcs_negative_only,10001,0,0
2,dlcs_positive_only,10001,0,0
2,dlis,10001,0,0
2,dlis_reversed,10001,0,0
2,dlis_negative_only,10001,0,0
2,dlis_positive_only,10001,0,0
3,fifo,30,0,0
3,fifo_reversed,30,0,0
3,fifo_negative_only,30,0,0
3,fifo_positive_only,30,0,0
3,dlcs,30,0,0
3,dlcs_reversed,30,0,0
3,dlcs_negative_only,30,0,0
3,dlcs_positive_only,30,0,0
3,dlis,30,0,0
3,dlis_reversed,30,0,0
3,dlis_negative_only,30,0,0
3,dlis_positive_only,30,0,0
4,fifo,39,0,0
4,fifo_reversed,39,0,0
4,fifo_negative_only,39,0,0
4,fifo_positive_only,39,0,0
4,dlcs,39,0,0
4,dlcs_reversed,39,0,0
4,dlcs_negative_only,39,0,0
4,dlcs_positive_only,39,0,0
4,dlis,39,0,0
4,dlis_reversed,39,0,0
4,dlis_negative_only,39,0,0
4,dlis_positive_only,39,0,0
5,fifo,33,0,0
5,fifo_reversed,10001,0,0
5,fifo_negative_only,10001,0,0
5,fifo_positive_only,33,0,0
5,dlcs,10001,0,0
5,dlcs_reversed,10001,0,0
5,dlcs_negative_only,10001,0,0
5,dlcs_positive_only,10001,0,0
5,dlis,10001,0,0
5,dlis_reversed,10001,0,0
5,dlis_negative_only,10001,0,0
5,dlis_positive_only,10001,0,0
6,fifo,33,0,0
6,fifo_reversed,33,0,0
6,fifo_negative_only,33,0,0
6,fifo_positive_only,33,0,0
6,dlcs,33,0,0
6,dlcs_reversed,33,0,0
6,dlcs_negative_only,33,0,0
6,dlcs_positive_only,33,0,0
6,dlis,33,0,0
6,dlis_reversed,33,0,0
6,dlis_negative_only,33,0,0
6,dlis_positive_only,33,0,0
7,fifo,24,0,0
7,fifo_reversed,24,0,0
7,fifo_negative_only,24,0,0
7,fifo_positive_only,24,0,0
7,dlcs,24,0,0
7,dlcs_reversed,24,0,0
7,dlcs_negative_only,24,0,0
7,dlcs_positive_only,24,0,0
7,dlis,24,0,0
7,dlis_reversed,24,0,0
7,dlis_negative_only,24,0,0
7,dlis_positive_only,24,0,0
8,fifo,29,0,0
8,fifo_reversed,29,0,0
8,fifo_negative_only,29,0,0
8,fifo_positive_only,29,0,0
8,dlcs,29,0,0
8,dlcs_reversed,29,0,0
8,dlcs_negative_only,29,0,0
8,dlcs_positive_only,29,0,0
8,dlis,29,0,0
8,dlis_reversed,29,0,0
8,dlis_negative_only,29,0,0
8,dlis_positive_only,29,0,0
9,fifo,10001,0,0
9,fifo_reversed,32,0,0
9,fifo_negative_only,32,0,0
9,fifo_positive_only,10001,0,0
9,dlcs,10001,0,0
9,dlcs_reversed,10001,0,0
9,dlcs_negative_only,10001,0,0
9,dlcs_positive_only,10001,0,0
9,dlis,10001,0,0
9,dlis_reversed,10001,0,0
9,dlis_negative_only,10001,0,0
9,dlis_positive_only,10001,0,0
10,fifo,40,0,0
10,fifo_reversed,10001,0,0
10,fifo_negative_only,10001,0,0
10,fifo_positive_only,40,0,0
10,dlcs,10001,0,0
10,dlcs_reversed,10001,0,0
10,dlcs_negative_only,10001,0,0
10,dlcs_positive_only,10001,0,0
10,dlis,10001,0,0
10,dlis_reversed,10001,0,0
10,dlis_negative_only,10001,0,0
10,dlis_positive_only,10001,0,0
11,fifo,30,0,0
11,fifo_reversed,30,0,0
11,fifo_negative_only,30,0,0
11,fifo_positive_only,30,0,0
11,dlcs,30,0,0
11,dlcs_reversed,30,0,0
11,dlcs_negative_only,30,0,0
11,dlcs_positive_only,30,0,0
11,dlis,30,0,0
11,dlis_reversed,30,0,0
11,dlis_negative_only,30,0,0
11,dlis_positive_only,30,0,0
12,fifo,30,0,0
12,fifo_reversed,40,0,0
12,fifo_negative_only,40,0,0
12,fifo_positive_only,30,0,0
12,dlcs,10001,0,0
12,dlcs_reversed,56,0,0
12,dlcs_negative_only,56,0,0
12,dlcs_positive_only,10001,0,0
12,dlis,10001,0,0
12,dlis_reversed,10001,0,0
12,dlis_negative_only,10001,0,0
12,dlis_positive_only,10001,0,0
13,fifo,51,0,0
13,fifo_reversed,47,0,0
13,fifo_negative_only,47,0,0
13,fifo_positive_only,51,0,0
13,dlcs,10001,0,0
13,dlcs_reversed,72,0,0
13,dlcs_negative_only,72,0,0
13,dlcs_positive_only,10001,0,0
13,dlis,10001,0,0
13,dlis_reversed,10001,0,0
13,dlis_negative_only,10001,0,0
13,dlis_positive_only,10001,0,0
14,fifo,4831,0,0
14,fifo_reversed,23,0,0
14,fifo_negative_only,23,0,0
14,fifo_positive_only,4831,0,0
14,dlcs,10001,0,0
14,dlcs_reversed,35,0,0
14,dlcs_negative_only,35,0,0
14,dlcs_positive_only,10001,0,0
14,dlis,10001,0,0
14,dlis_reversed,10001,0,0
14,dlis_negative_only,10001,0,0
14,dlis_positive_only,10001,0,0
15,fifo,10001,0,0
15,fifo_reversed,10001,0,0
15,fifo_negative_only,10001,0,0
15,fifo_positive_only,10001,0,0
15,dlcs,10001,0,0
15,dlcs_reversed,74,0,0
15,dlcs_negative_only,74,0,0
15,dlcs_positive_only,10001,0,0
15,dlis,10001,0,0
15,dlis_reversed,10001,0,0
15,dlis_negative_only,10001,0,0
15,dlis_positive_only,10001,0,0
16,fifo,25,0,0
16,fifo_reversed,25,0,0
16,fifo_negative_only,25,0,0
16,fifo_positive_only,25,0,0
16,dlcs,25,0,0
16,dlcs_reversed,25,0,0
16,dlcs_negative_only,25,0,0
16,dlcs_positive_only,25,0,0
16,dlis,25,0,0
16,dlis_reversed,25,0,0
16,dlis_negative_only,25,0,0
16,dlis_positive_only,25,0,0
17,fifo,27,0,0
17,fifo_reversed,27,0,0
17,fifo_negative_only,27,0,0
17,fifo_positive_only,27,0,0
17,dlcs,27,0,0
17,dlcs_reversed,27,0,0
17,dlcs_negative_only,27,0,0
17,dlcs_positive_only,27,0,0
17,dlis,27,0,0
17,dlis_reversed,27,0,0
17,dlis_negative_only,27,0,0
17,dlis_positive_only,27,0,0
